doi	title	journal	year	contentState	reason	note	route
10.1109/tdsc.2026.3697583	SecureDFL: A Secure Distributed Federated Learning Framework Against Poisoning Attacks	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3689998	NVC-1B: Scaling up Neural Video Coding Models	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3689388	ThermalGaussian++: Improving Alignment and Resolution for ThermalGaussian	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3672136	Policy-Adjustable Q-Learning for Data-Driven Nonlinear Optimal Tracking Control	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3696629	Reentrancy Vulnerability Detection in Smart Contracts Based on Adversarial Examples	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.cose.2026.104952	Psychological drivers of compliance intention–The roles of professionals’ motivational profiles and personality traits in following information systems security policies at work	Computers & Security	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1016/j.neunet.2026.108914	Fuzzy-driven broad learning system with class probability and density awareness for multi-view data	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108981	Multi-source domain open-set deep transfer adversarial network for operating performance assessment	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108903	Contrast sensitivity in multimodal large language models: A psychophysics-inspired evaluation	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tnnls.2026.3658520	Rethinking the Utilization of Individual Rewards in Multiagent Reinforcement Learning With Sparse Team Rewards	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/s0893-6080(26)00678-7	INN/ENNS/JNNS - Membership Applic. Form	Neural Networks	2026	pending	non_research_document	标题表明这是 INN/ENNS/JNNS 会员申请表，属于非研究性文档；仅保留作来源审计。	elsevier
10.1016/j.neunet.2026.108978	Randomized forward mode gradient for spiking neural networks in scientific machine learning	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tai.2026.3679484	Dual Adversarial Adaptation With Dynamic Labeling Mechanism for Semisupervised Cross-Well Lithology Identification	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108906	Beyond pairwise dependence: A multi-filter fusion network for graph representation learning	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3669864	A Neural-Network-Assisted Approach to Recursive State Estimation for Energy Harvesting Complex Networks With Unknown Nonlinearities	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3697494	Key-Driven Identity Protection and Secure Traceability for Face-Swapping	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3675539	Robustness-Guaranteed Reinforcement Learning Under Uncertainties in Dynamics Modeling and State Estimates	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tkde.2026.3702548	A Low-Rank Perspective on Similarity Matrix Completion	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.cose.2026.104915	STAC-IoT: A secure task-based access control for IoT-edge computing architecture	Computers & Security	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3661550	Fine-Grained Analysis of Nonparametric Estimation for Pairwise Learning	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.cose.2026.104959	Automatic selection of protections to mitigate risks against software applications	Computers & Security	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1016/j.artint.2026.104621	Theory of Mind in Action: The Instruction Inference Task in Dynamic Human-Agent Collaboration	Artificial Intelligence	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tai.2026.3671218	Complex AFNet: A Hybrid Complex-Valued Deep Network for Atrial Fibrillation Detection	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3723914	IEEE Transactions on Neural Networks and Learning Systems Publication Information	IEEE Transactions on Neural Networks and Learning Systems	2026	pending	non_research_document	机构授权 PDF 核验为 IEEE TNNLS 出版信息页（编委、出版与版权信息），不是研究论文；已排除出研究论文 PDF 库。	ieee
10.1109/tpami.2026.3690051	Hierarchical Mesh Representation Learning With Spectral Dictionary Embedding	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108910	Dual CNN and ViT experts fusion for open set recognition	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108982	V-Sparse: From temporal-spatial visual semantic compression to coarse-to-fine interaction for text-video retrieval	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108894	Dual contrastive learning with graph masking: A self-supervised framework for multi-view clustering	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108907	CEMTNet: a cognitive emotion modulated network for multimodal depression detection	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3669538	Multistage PCA Whitening: A Robust Method to Dimensionality Reduction in Image Retrieval	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.artint.2026.104572	A successful strategy for iterated Prisoner’s dilemma with any number of channels	Artificial Intelligence	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108921	Dual object graph and bisimulation metric for object-goal navigation in unfamiliar environment	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tdsc.2026.3696145	MPDA: Multimodal Prompt Decoupling Attack on the Safety Filters in Text-to-Image Models	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tkde.2026.3710808	Toward Personalized Differentially Private Learning for Decentralized Local Graphs	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108931	FA-Mamba: frequency attention driven Mamba for multimodal remote sensing classification	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tai.2026.3672585	Heterophily-Based Dynamic Hypergraph for Semisupervised Classification and Its Application in UAV Fault Diagnosis	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.cose.2026.105137	Hardware-anchored assurance: A trusted resilience framework for critical edge infrastructure	Computers & Security	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tdsc.2026.3699355	Poisoning-Assisted Membership Inference in Federated Learning	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3688924	Quantum Conflict Measurement in Decision Fusion for Out-of-Distribution Detection	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108882	Multi-modal contrastive learning based on molecular and textual data for drug response prediction	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tdsc.2026.3695949	FSS-DT: Secure Division-Free Decision Tree Training and Inference via Function Secret Sharing	IEEE Transactions on Dependable and Secure Computing	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	ieee
10.1016/j.neunet.2026.108888	rKAN: Rational Kolmogorov-Arnold networks	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3723916	IEEE Computational Intelligence Society	IEEE Transactions on Neural Networks and Learning Systems	2026	pending	non_research_document	机构授权 PDF 核验为 IEEE Computational Intelligence Society 委员会名单页，不是研究论文；已排除出研究论文 PDF 库。	ieee
10.1109/tai.2026.3677838	Redefining Non-IID Data in Federated Learning for Computer Vision Tasks: Migrating From Labels to Embeddings for Task-Specific Data Distributions	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.cose.2026.104949	Adaptive honeypot allocation in multi-attacker networks via Bayesian Stackelberg Games	Computers & Security	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tnnls.2026.3675381	Semantic Prompt and Graph-Convolution-Structure Distillation Framework for Semantic Segmentation of Remote Sensing Images	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108944	JSPR-Net: A Jacobian-stabilized physics-informed residual neural network for breast cancer detection and fractional-order disease progression modeling	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108939	Dilated multi-Layer perceptron mixer for faster neural networks	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tkde.2026.3699763	HQT-TI: An Efficient Hilbert Curve Based Index for Spatial Keyword Queries	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108958	Quantum-enhanced learning: Leveraging von Neumann entropy for enhanced graph neural network performance	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tnnls.2026.3675368	Multiobjective Simulated Annealing-Based Stopwords Substitution for Rubbish Text Attack	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3668287	Global Polynomial Synchronization of Uncertain Complex-Valued Reaction--Diffusion T--S Fuzzy Memristive Neural Networks With Proportional Delays Under Adaptive Event-Triggered Control	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108947	Towards continual low-light image enhancement through causal inference	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108898	PSMEKL: Positional and structural multiple empirical kernel learning for node embedding	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.artint.2026.104608	Evidence-guided Learning against Noisy and Sparse Labels on Graphs	Artificial Intelligence	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tai.2026.3681539	Feature Expansion With Semi-Dynamic Feature Sets (SDFS) and LLM-Powered Explainability: A Novel Approach to Discovering Missing Features	IEEE Transactions on Artificial Intelligence	2026	partial	blocked	PDF 探测时被出版社页面或反爬拦截。	ieee
10.1109/tkde.2026.3698793	GenIA: Generative Index Advisor for Dynamic Workloads and Data	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3687518	Learning Spatial-Temporal Coherent Correlations for Speech-Preserving Facial Expression Manipulation	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3688078	YOTO++: Learning Long-Horizon Closed-Loop Bimanual Manipulation From One-Shot Human Video Demonstrations	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108920	Attack-resilient adaptive distributed neurodynamic approach for solving noncooperative games	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109560	Similarity-guided state attention for visual reinforcement learning	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109011	IRAW: Novel invisible and robust adversarial watermark perturbations for digital image protection	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109586	Multi-modal Interaction Enhanced Segment Anything Model (MIE-SAM) for RGB-T Salient Object Detection	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108974	Causal discovery by continuous optimization with weighted superstructure	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108895	Meta-path and context-aware learning for attribute completion in heterogeneous graphs	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tai.2026.3673682	Dynamic Reinforcement Learning Control for Fractional-Order Neural Networks With Higher Order Interactions and Multiple Time Delays	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.109590	Learning capacity allocation for stable sequential learning in recurrent spiking neural networks	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108926	FUGEA: Fused unified gradient ensemble for cross-architecture transferable attacks	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.cose.2026.104953	Beyond the automation gap: A survey of continuous audit for IoT security	Computers & Security	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tai.2026.3676747	FedDOT: Defending Federated Learning Against Overwhelming Targeted Attacks	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3695161	Universal Adversarial Watermarking for Text Image Protection via Template-Based Underpainting	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108948	EMM: Plug-and-play memory-bank sampling for contrastive recommendation	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3670396	A Deep Learning Approach for Dynamic Modeling of Stimulated Raman Scattering in Chalcogenide Microstructured Optical Fibers	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108950	CC-Net: A cross-hierarchical context-aware network for medical image segmentation	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3671361	Bilateral Sharpness-Aware Minimization for Flatter Minima	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108901	DAG-NAS : An explainable neural architecture search framework for reinforcement learning	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108925	Biologically-inspired semi-supervised semantic segmentation for biomedical imaging	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1016/j.cose.2026.104956	Measuring network-level internet censorship: DNS and IP-based filtering across Iraqi residential ISPs	Computers & Security	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tpami.2026.3691379	Toward the Connection Between Activation Sparsity and Flat Minima	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.109585	Position-aware Attentional Neural Network for Review-based Recommendation	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3658584	Using Class and Domain Information to Address Domain Shift in Federated Learning	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	blocked	PDF 探测时被出版社页面或反爬拦截。	ieee
10.1109/tai.2026.3676025	Talk Structurally, Act Hierarchically: A Collaborative Refinement Framework for LLM Multi-Agent Systems	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3697883	Privacy-Preserving Data Completion With Location and Value Obfuscation in Spatial Crowdsourcing	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.109569	Gaussian processes with prior-model-informed kernel for dynamical system modeling	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tpami.2024.3392013	Consistency-Aware Anchor Pyramid Network for Crowd Localization	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3685759	GSPNet: Graph Spectral Projection Network Using Learnable Spectral Transformation	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108872	Position-Sensitive painterly image harmonization	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tkde.2026.3703775	Discovering Antagonistic Near-Balanced Dense Subgraphs in Signed Networks	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108889	Federated learning with noisy labels: A comprehensive and concise review of current methodologies and future directions	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tpami.2026.3688999	Snapshot 3D Gaussian Splatting for Miniature Scenes	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108976	Dynamic event-triggered optimized control for nonlinear multi-agent systems via reinforcement learning	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109581	Multimodal-guided self-distillation for unified person search	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tpami.2026.3687640	Matrix Commitment-Based Ownership Verification for Distributed Machine Learning	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tkde.2026.3700824	A Parameter-Free Multi-View Clustering Framework With Adaptive Anchors for Large-Scale Data	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3674758	Differentially Private Accelerated Distributed Algorithm for Aggregative Optimization	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108975	Acoustic-optical joint underwater object detection with multi-modality correlation features matching network	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tkde.2026.3700726	CONDEN-FI: Consistency and Diversity Learning-Based Multi-View Unsupervised Feature and Instance Co-Selection	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3690466	Trusted Multi-View Learning Under Noisy Supervision	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108928	Neural-network-based robust critic learning control with advanced value iteration for continuous-time dynamical systems	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tai.2026.3678550	A Multimodal Feature Distillation With Mamba-Transformer Network for Brain Tumor Segmentation With Incomplete Modalities	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108953	A discrete memristive cyclic Hopfield neural network with multi-cavity-like attractors and application in secure communication	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109576	Enhancing knowledge tracing with multi-level individualized perception and teacher-student semantic distillation	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tnnls.2026.3669345	Rederived Closed-Form Continuous-Time Neural Networks	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3698827	Forward and Backward Private Disjunctive Dynamic Searchable Symmetric Encryption With Leakage Suppression	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.109573	Unsupervised Motion Artifact Purification Guided by Joint Prior from Pixel and K-space Domains	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108899	VLDUS: Vision-language distillated unseen synthesizer for zero-shot object detection	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109591	Deep Learning for Non-Contact Machinery Fault Diagnosis: A Review	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tdsc.2026.3706542	A Practical Closed-Box Adversarial Attack on Graph-Learning-Based Models for Malware Detection	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3677323	TrustAI: An Expert-Based Methodology for Evaluating and Certifying the Trustworthiness of Artificial Intelligence Systems	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3673090	Prompt Then Refine: Prompt-Free SAM-Enhanced Collaborative Learning Network for Detecting Salient Objects in Underwater Images	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3675069	Generalized-Hukuhara Subgradient-Based Neurodynamic Approach to Nonsmooth Constrained Distributed Interval-Valued Optimization	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3678540	An End-to-End Dual-Attention Based Target Speaker Extraction Network for Explicit Optimization of Speaker Confusion	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3688545	Sparse4D: Sparse-Based End-to-End Multi-Sensor Temporal Perception	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.109562	The Adversarial Game Between Detection and Evasion: A Survey of Anti-Detection Techniques for Machine-Generated Texts	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.cose.2026.104930	The practice of cyber-threat intelligence in organizations: A socio-technical case study of a mature financial organization	Computers & Security	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tnnls.2026.3670947	Robust Reinforcement Learning via Leveraging Historically Optimal Policy With Regulation of Performance	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3687180	Contrastive Mixture Diffusion Models	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3673681	Deep Reinforcement Learning With Adaptive Enhanced Attention for CTSPs	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108942	Bi-directional attention network with drop aggregation for microRNA-disease association prediction	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108843	Fast sparse supervised learning framework with BLinex loss function	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tpami.2026.3688191	When ‘Yes’ Meets ‘But’: Can AI Comprehend Contradictory Humor in Comics?	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3689767	MRCNet: Motion Reasoning Chain for Cross Modal Video Camouflaged Object Detection	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108883	Hierarchical fusion and local-aware transformer for occluded person re-identification	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108900	Towards efficient language giants: A comprehensive survey on structural optimizations and compression techniques for large language models	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.artint.2026.104588	Causal explanations of safety property violations in discrete event systems	Artificial Intelligence	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tpami.2026.3689960	Autonomous Causal Discovery: Evaluating LLMs’ Priors and Constraint Strategies for Reliability	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3673680	Class-Imbalanced Learning via Multitask Multiobjective Feature Selection	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3660929	Unsupervised Deep Spectral Basis Learning for Generalized Eigendecomposition and Spectral Embedding	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3671326	Deterministic Learning-Based Fault Identification for Nonlinear Sampled-Data Systems: Learning Accuracy Analysis	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
